model,assignment,cell_group,question_id,round,emotion,personality,bleu,role,sentiment_negative
qwen2_5_1_5b,shared54,worst,17571,1,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,4090,0,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,4090,1,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,4090,2,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,4090,3,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,12403,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12403,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12403,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12403,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2582,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2582,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,18089,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,18089,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,18089,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,18089,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9606,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9606,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9606,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9606,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11850,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11850,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11850,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11850,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6300,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6300,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2279,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2279,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2279,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2279,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1501,0,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,1501,1,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,1501,2,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,1501,3,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,7467,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7467,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7467,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7467,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9482,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2614,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2614,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2614,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2614,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7628,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7628,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3309,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3309,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3309,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3309,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12455,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12455,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12455,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12455,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9108,0,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,9108,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9108,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9108,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14857,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14857,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11954,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11954,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11954,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11954,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5329,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5329,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5329,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5329,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12130,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12130,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12130,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12130,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11641,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11641,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6865,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6865,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8748,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8748,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8748,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8748,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2339,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5607,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17502,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8021,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8021,1,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,8021,2,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,8021,3,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,5354,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,15147,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,15147,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,15147,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,15147,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12433,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12433,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12433,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12433,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8845,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8845,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8845,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8845,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7196,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7196,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7196,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7196,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10626,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10626,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10626,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10626,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1832,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7505,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1051,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1051,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1051,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1051,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10336,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10336,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,13145,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8773,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8773,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8773,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8773,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2168,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2168,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2168,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2168,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6913,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6913,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6913,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6913,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10311,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10311,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10311,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10311,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6967,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,16358,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,16358,1,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,12964,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,15035,0,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,15035,1,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,15035,2,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,15035,3,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,4681,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4681,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4681,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4681,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8679,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8679,1,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,8679,2,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,8679,3,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,4575,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4575,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4575,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4575,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8081,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8081,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8081,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8081,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17661,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17661,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17661,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17661,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8609,0,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,8609,1,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,8609,2,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,14038,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,13087,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,13087,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,13087,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,13087,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11861,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11861,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11861,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11861,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7186,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7186,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7186,2,fear,LHL,6.209966843501325,writer1,0
